name,matched_name,match_score,height,preferred_foot
Ilaix Moriba,ilaix moriba,100.0,185.0,right
Nico Williams,nico williams,100.0,181.0,right
Toni Moya,toni moya,100.0,185.0,right
Jason,jason,100.0,178.0,right
Diego Gonzalez,diego gonza!lez,96.55172413793103,185.0,right
Njegos Petrovic,njegos petrovic,100.0,185.0,right
Ezequiel Ponce,ezequiel ponce,100.0,181.0,right
Santiago Arias,santiago arias,100.0,177.0,right
Pablo Martinez,pablo martanez,92.85714285714286,182.0,left
Jan Oblak,jan oblak,100.0,188.0,right
Franco Russo,franco russo,100.0,186.0,right
Giovanni Gonzalez,giovanni gonza!lez,97.14285714285714,173.0,right
Bryan Gil,bryan gil,100.0,175.0,left
Helder Costa,,0.0,,
Anthony Martial,anthony martial,100.0,181.0,right
Okay Yokuslu,okay yokualu,91.66666666666666,191.0,right
Luka Jovic,luka jovia,90.0,182.0,right
Fede San Emeterio,fede san emeterio,100.0,176.0,right
Jeison Murillo,jeison murillo,100.0,182.0,right
Munir El Haddadi,munir el haddadi,100.0,177.0,left
Dani Gomez,,0.0,,
Rodrigo Battaglia,rodrigo battaglia,100.0,187.0,right
Jon Guridi,jon guridi,100.0,179.0,left
Gonzalo Villar,gonzalo villar,100.0,181.0,right
Unai Lopez,,0.0,,
Mikel Vesga,mikel vesga,100.0,191.0,left
Javi Martinez,javi martanez,92.3076923076923,189.0,right
Raul Guti,,0.0,,
Denis Cheryshev,denis cheryshev,100.0,179.0,left
Sandro Ramirez,sandro ramarez,92.85714285714286,174.0,right
Roberto Torres,roberto torres,100.0,178.0,right
Clement Lenglet,,0.0,,
Sergio Aguero,,0.0,,
Jesus Owono,,0.0,,
Salvi Sanchez,salvi sa!nchez,96.2962962962963,170.0,right
Angel Montoro,angel montoro,100.0,180.0,right
Ximo Navarro,ximo navarro,100.0,171.0,right
Riqui Puig,riqui puig,100.0,169.0,right
Luca Zidane,luca zidane,100.0,183.0,right
Benat Turrientes,,0.0,,
Edgar Mendez,,0.0,,
Ruben Pena,,0.0,,
Emerson Royal,emerson royal,100.0,183.0,right
Ivan Marcone,iva!n marcone,96.0,182.0,right
Amath Ndiaye,amath ndiaye,100.0,173.0,right
Portu,portu,100.0,167.0,right
Nolito,nolito,100.0,175.0,right
Abdon Prats,,0.0,,
Nicolas Melamed,,0.0,,
Alberto Soro,alberto soro,100.0,173.0,left
Nais Djouahra,na$?is djouahra,92.85714285714286,172.0,right
Aaron Escandell,aara3n escandell,90.32258064516128,184.0,right
Asier Villalibre,asier villalibre,100.0,182.0,left
Juan Iglesias,juan iglesias,100.0,187.0,right
Santiago Arzamendia,santiago arzamendia,100.0,172.0,left
Alejandro Primo,,0.0,,
Aitor Ruibal,aitor ruibal,100.0,176.0,right
Allan-Romeo Nyom,,0.0,,
Nicolas Jackson,nicolas jackson,100.0,187.0,right
Unai Nunez,,0.0,,
Mario Suarez,mario sua!rez,96.0,189.0,right
Tomas Pina,toma!s pina,95.23809523809523,185.0,right
Julen Lobete,julen lobete,100.0,177.0,right
Ivan Romero,iva!n romero,95.65217391304348,173.0,right
Jose Mari,ari,90.0,180.0,both
Myrto Uzuni,myrto uzuni,100.0,178.0,right
Antonio Barragan,antonio barraga!n,96.96969696969697,186.0,right
Mario Hernandez,mario herna!ndez,96.7741935483871,177.0,right
Fran Merida,,0.0,,
Javier Pastore,javier pastore,100.0,187.0,right
Nico Serrano,nico serrano,100.0,176.0,left
Javi Llabres,,0.0,,
Vitolo,vitolo,100.0,168.0,right
Oier Zarraga,oier zarraga,100.0,175.0,right
Dario Poveda,darao poveda,91.66666666666666,187.0,right
Martin Calderon,,0.0,,
Rober Ibanez,,0.0,,
Jaume Domenech,,0.0,,
Gabri Veiga,gabri veiga,100.0,185.0,right
Inigo Perez,,0.0,,
Alvaro Jimenez,,0.0,,
Pablo Piatti,pablo piatti,100.0,163.0,left
Nikola Vukcevic,nikola vukcevic,100.0,187.0,left
Jakub Jankto,jakub jankto,100.0,184.0,left
Carlos Bacca,carlos bacca,100.0,181.0,right
Yusuf Demir,yusuf demir,100.0,173.0,left
Tachi,tachi,100.0,184.0,right
Loren Moron,,0.0,,
Matias Arezo,mataas arezo,91.66666666666666,177.0,right
Roberto Soldado,roberto soldado,100.0,180.0,right
Miguel De la Fuente,miguel de la fuente,100.0,182.0,right
Jordi Mboula,jordi mboula,100.0,183.0,right
Sergio Postigo,sergio postigo,100.0,185.0,right
Monchu,monchu,100.0,173.0,right
Facundo Pellistri,facundo pellistri,100.0,175.0,right
Isma Ruiz,isma ruiz,100.0,180.0,right
Enric Franquesa,enric franquesa,100.0,175.0,left
Koba Koindredi,koba koindredi,100.0,184.0,left
Diego Lainez,diego lainez,100.0,167.0,left
Jose Macias,,0.0,,
Pere Pons,pere pons,100.0,177.0,right
Manu Vallejo,manu vallejo,100.0,167.0,right
Jose Fontan,,0.0,,
Kevin Rodrigues,,0.0,,
Ivan Chapela,ivan chapela,100.0,181.0,
Alex Petxarroman,alex petxa,90.0,180.0,right
Oier,oier zarraga,90.0,175.0,right
Orbelin Pineda,orbelan pineda,92.85714285714286,169.0,right
Alejandro Balde,alejandro balde,100.0,175.0,left
Didac Vila,dadac vila,90.0,185.0,left
Augusto Solari,augusto solari,100.0,176.0,right
Sergio Rico,sergio rico,100.0,196.0,right
Wu Lei,lei wu,95.0,174.0,right
Alvaro Bastida,alvaro bastida,100.0,179.0,right
Jaime Mata,jaime mata,100.0,186.0,right
John Guidetti,john guidetti,100.0,185.0,right
Javi Lopez,,0.0,,
Alejandro Cantero,alejandro cantero,100.0,184.0,right
Landry Dimata,landry dimata,100.0,185.0,right
Marcos Mauro,marcos mauro,100.0,188.0,right
Mamadou Sylla,mamadou sylla,100.0,180.0,right
Josema,josema,100.0,184.0,left
Jonathan Silva,jonathan silva,100.0,178.0,left
Yan Eteki,yan eteki,100.0,182.0,right
Marc Pubill,marc pubill,100.0,190.0,right
Martin Caceres,,0.0,,
Juan Cala,juan cala,100.0,186.0,right
Victor Camarasa,vactor camarasa,93.33333333333333,183.0,right
Ruben Iranzo,,0.0,,
Mamadou Sylla,mamadou sylla,100.0,180.0,right
Manu Vallejo,manu vallejo,100.0,167.0,right
Eray Comert,,0.0,,
Milutin Osmajic,milutin osmajic,100.0,186.0,both
Aleix Febas,aleix febas,100.0,172.0,right
Florin Andone,florin andone,100.0,181.0,right
Iker Benito,iker benito,100.0,176.0,right
Joan Sastre,joan sastre,100.0,174.0,right
Lago Junior,junior,90.0,184.0,left
Aleksandar Sedlar,aleksandar sedlar,100.0,180.0,right
Erick Cabaco,erick cabaco,100.0,185.0,right
David Timor,david timor,100.0,185.0,left
Ivan Martin,ivan martic,90.9090909090909,183.0,right
Matthew Hoppe,matthew hoppe,100.0,191.0,right
Andres Martin,,0.0,,
Javi Diaz,,0.0,,
Cristhian Mosquera,cristhian mosquera,100.0,191.0,right
Dominik Greif,dominik greif,100.0,197.0,right
Jesus Areso,,0.0,,
Juan Perez,,0.0,,
Joan Garcia,joan garcaa,90.9090909090909,191.0,right
Jean-Louis Leca,jean-louis leca,100.0,180.0,right
Anthony Mounier,anthony mounier,100.0,174.0,left
Nene,,0.0,,
Fabio Grosso,fabio,90.0,196.0,right
Florian Bague,,0.0,,
Laurent Koscielny,laurent koscielny,100.0,186.0,right
Benoit Pedretti,,0.0,,
Mamadou Niang,mamadou niang,100.0,178.0,right
Yohan Cabaye,yohan cabaye,100.0,173.0,right
Yoann Gourcuff,yoann gourcuff,100.0,185.0,right
Cris,cris,100.0,183.0,right
Abdoulaye Diallo,abdoulaye diallo,100.0,191.0,right
Wendel,wendel,100.0,180.0,right
Hamdi Kasraoui,,0.0,,
Gervinho,gervinho,100.0,179.0,right
Serge Aurier,serge aurier,100.0,176.0,right
Lionel Letizi,,0.0,,
Souleymane Diawara,souleymane diawara,100.0,187.0,right
Mathieu Debuchy,mathieu debuchy,100.0,177.0,right
Julien Feret,,0.0,,
Lionel Cappone,lionel cappone,100.0,182.0,right
Rudy Mater,rudy mater,100.0,178.0,right
Emir Spahic,emir spahic,100.0,,
Jean-Alain Boumsong,jean-alain boumsong,100.0,190.0,right
Sylvain Marveaux,sylvain marveaux,100.0,172.0,left
Benoit Cheyrou,,0.0,,
Stephane Grichting,,0.0,,
Lucho Gonzalez,lucho gonza!lez,96.55172413793103,186.0,right
Alou Diarra,alou diarra,100.0,189.0,right
Michael Ciani,michael,90.0,186.0,right
Elinton Andrade,,0.0,,
Jeremy Toulalan,,0.0,,
Aurelien Chedjou,,0.0,,
Guy Ndy Assembe,,0.0,,
Aly Cissokho,aly cissokho,100.0,187.0,left
Maxime Gonalons,maxime gonalons,100.0,187.0,right
Loic Perrin,,0.0,,
Alberto Costa,alberto costa,100.0,186.0,right
Pascal Berenguer,,0.0,,
Sylvain Marchal,sylvain marchal,100.0,184.0,right
Adama Coulibaly,adamo coulibaly,93.33333333333333,187.0,right
Rod Fanni,rod fanni,100.0,186.0,right
Taye Ismaila Taiwo,,0.0,,
Gabriel Heinze,gabriel,90.0,194.0,right
Brandao,,0.0,,
Eden Hazard,eden hazard,100.0,175.0,right
Stephane Sessegnon,,0.0,,
Andre-Pierre Gignac,,0.0,,
Habib Bellaid,,0.0,,
Cedric Hengbart,,0.0,,
Lamine Sane,,0.0,,
Arnaud Le Lan,arnaud le lan,100.0,171.0,left
Dany Nounkeu,dany nounkeu,100.0,184.0,right
Anthony Loustallot,,0.0,,
Kevin Gameiro,,0.0,,
Guillaume Hoarau,guillaume hoarau,100.0,192.0,right
Dejan Lovren,dejan lovren,100.0,188.0,right
Morgan Amalfitano,morgan amalfitano,100.0,178.0,right
Florent Balmont,florent balmont,100.0,168.0,right
Antony Lecointe,,0.0,,
Cheikh M'Bengue,cheikh m'bengue,100.0,183.0,left
Siaka Tiene,,0.0,,
Kim Kallstrom,,0.0,,
Christophe Jallet,christophe jallet,100.0,178.0,right
Anthony Le Tallec,anthony le tallec,100.0,185.0,right
Marc Planus,marc planus,100.0,180.0,right
Dorian Leveque,,0.0,,
Franck Beria,franck betra,91.66666666666666,184.0,right
Sebastien Puygrenier,,0.0,,
Ismael Gace,ismael,90.0,184.0,right
Lisandro Lopez,,0.0,,
Yohan Demont,,0.0,,
Fabien Audard,fabien audard,100.0,188.0,left
Adil Rami,adil rami,100.0,191.0,right
Stephane Mbia,,0.0,,
Blaise Matuidi,blaise matuidi,100.0,175.0,left
Olivier Sorin,olivier sorin,100.0,188.0,right
Youssouf Hadji,youssouf hadji,100.0,183.0,right
Marouane Chamakh,marouane chamakh,100.0,188.0,right
Moussa Sissoko,moussa sissoko,100.0,187.0,right
Eric Chelle,,0.0,,
Jean Calve,jean,90.0,183.0,right
Jeremie Brechet,,0.0,,
Mouhamadou Dabo,mouhamadou dabo,100.0,176.0,right
Kader Mangane,kader mangane,100.0,193.0,right
Remy Riou,,0.0,,
Mevlut Erdinc,,0.0,,
Marama Vahirua,marama vahirua,100.0,168.0,right
Samba Diakite,,0.0,,
Franco Sosa,,0.0,,
Miralem Pjanic,miralem pjania,92.85714285714286,181.0,right
Hatem Ben Arfa,hatem ben arfa,100.0,179.0,left
Guirane N'Daw,guirane n'daw,100.0,189.0,left
Renaud Cohade,renaud cohade,100.0,181.0,right
Matthieu Chalme,,0.0,,
Helton Dos Reis,,0.0,,
Hugo Lloris,hugo lloris,100.0,188.0,left
Stephane Dalmat,,0.0,,
Michel Bastos,michel bastos,100.0,,
Diego Perez,,0.0,,
Mathieu Valbuena,mathieu valbuena,100.0,167.0,right
Asamoah Gyan,asamoah gyan,100.0,180.0,right
Johan Audel,johan audel,100.0,,
Pierre-Alain Frau,pierre-alain frau,100.0,175.0,right
Jeremy Clement,,0.0,,
Victor Montano,victor,90.0,178.0,right
Nenad Dzodic,,0.0,,
Sylvain Armand,sylvain armand,100.0,182.0,left
Didier Digard,didier digard,100.0,183.0,right
Park Chu-Young,chu-young park,95.0,182.0,right
Boukary Drame,,0.0,,
Jeremy Morel,,0.0,,
Adil Hermach,adil hermach,100.0,177.0,right
Nicolas Penneteau,nicolas penneteau,100.0,185.0,left
Brice Maubleu,brice maubleu,100.0,192.0,right
Jean Makoun,jean makoun,100.0,173.0,right
Loic Remy,,0.0,,
Charles Kabore,charles,90.0,175.0,right
Alaeddine Yahia,alaeddine yahia,100.0,187.0,right
Etienne Capoue,atienne capoue,92.85714285714286,189.0,right
Anthony Reveillere,,0.0,,
Gaetan Bong,,0.0,,
Moustapha Bayal Sall,moustapha sall,95.0,193.0,right
Yohan Benalouane,yohan benalouane,100.0,185.0,right
Mapou Yanga-Mbiwa,mapou yanga-mbiwa,100.0,184.0,right
Daniel Niculae,daniel niculae,100.0,186.0,right
David Ducourtioux,david ducourtioux,100.0,177.0,right
Marc Vidal,marc vidal,100.0,183.0,right
Olivier Kapo,olivier kapo,100.0,184.0,left
Thomas Mangani,thomas mangani,100.0,183.0,left
Yohann Pele,,0.0,,
Damien Perquis,damien perquis,100.0,184.0,right
Ireneusz Jelen,,0.0,,
Sebastien Corchia,,0.0,,
Dimitri Payet,dimitri payet,100.0,175.0,right
Rio Mavuba,rio mavuba,100.0,172.0,right
Ludovic Baal,ludovic baal,100.0,176.0,left
Stephane Ruffier,,0.0,,
Cedric Varrault,,0.0,,
Daisuke Matsui,,0.0,,
Milan Bisevac,milan bisevac,100.0,185.0,right
Jean-Pascal Mignot,jean-pascal mignot,100.0,182.0,left
Fernando Menegazzo,fernando,90.0,192.0,right
Foued Kadir,foued kadir,100.0,180.0,right
Teddy Richert,,0.0,,
Nicolas Nkoulou,nicolas n'koulou,96.7741935483871,184.0,right
Adriano Pereira,adrian pereira,96.55172413793103,181.0,left
Francois Modesto,,0.0,,
Rafael Schmitz,,0.0,,
Ludovic Obraniak,ludovic obraniak,100.0,,
Benoit Tremoulinas,,0.0,,
Jacques-Alaixys Romao,alaixys romao,90.0,180.0,right
Daniel Congre,dani,90.0,183.0,right
Renato Civelli,renato civelli,100.0,193.0,right
Sebastien Roudet,,0.0,,
Laurent Bonnart,laurent bonnart,100.0,171.0,both
Pape Malickou Diakhate,,0.0,,
Edouard Cisse,,0.0,,
Arnold Mvuemba,arnold mvuemba,100.0,172.0,right
Ceara,,0.0,,
Jeremie Janot,,0.0,,
Gregory Bourillon,,0.0,,
Fahid Ben Khalfallah,fahid ben khalfallah,100.0,172.0,right
Apoula Edel,,0.0,,
Henrique,henrique,100.0,189.0,right
Issiar Dia,issiar dia,100.0,173.0,right
Pierre Ducasse,,0.0,,
Maxime Baca,maxime baca,100.0,174.0,both
Remi Gomis,,0.0,,
Drissa Diakite,,0.0,,
Alejandro Alonso,alejandro alonso,100.0,172.0,right
Onyekachi Apam,onyekachi apam,100.0,180.0,right
Anthony Mounier,anthony mounier,100.0,174.0,left
Carlos Sanchez,carlos sa!nchez,96.55172413793103,182.0,left
Yann M'Vila,yann m'vila,100.0,183.0,right
Etienne Didot,atienne didot,92.3076923076923,175.0,right
Benjamin Angoua,benjamin angoua,100.0,183.0,right
David Sauget,david sauget,100.0,175.0,right
Mauro Cetto,mauro cetto,100.0,182.0,right
Nenad Kovacevic,,0.0,,
Paulo Machado,paulo machado,100.0,174.0,right
Joris Marveaux,joris marveaux,100.0,179.0,right
Benjamin Genton,,0.0,,
Lamine Gassama,lamine gassama,100.0,181.0,right
Gregory Thil,,0.0,,
Nicolas Douchez,nicolas douchez,100.0,185.0,right
Emerse Fae,,0.0,,
Franck Tabanou,franck tabanou,100.0,178.0,left
Jeremy Berthod,,0.0,,
Mathieu Coutadeur,mathieu coutadeur,100.0,169.0,right
Joel Sami,sami,90.0,184.0,right
Jonathan Brison,jonathan brison,100.0,179.0,left
Damien Marcq,damien marcq,100.0,183.0,right
David Ospina,david ospina,100.0,183.0,right
Fabien Lemoine,fabien lemoine,100.0,175.0,right
Mickael Landreau,,0.0,,
Nicolas Maurice-Belay,nicolas maurice-belay,100.0,182.0,left
Petter Hansson,,0.0,,
Laurent Agouazi,laurent agouazi,100.0,184.0,right
Reynald Lemaitre,,0.0,,
Carlos Bocanegra,,0.0,,
Jimmy Briand,jimmy briand,100.0,181.0,right
Mickael Chretien,,0.0,,
Dianbobo Balde,,0.0,,
Didier Ovono,didier ovono,100.0,187.0,right
Zargo Toure,,0.0,,
Bruno Cheyrou,,0.0,,
Jaroslav Plasil,jaroslav plasil,100.0,182.0,right
Mathieu Bodmer,mathieu bodmer,100.0,190.0,right
Jerome Leroy,,0.0,,
Olivier Thomert,,0.0,,
Mamadou Sakho,mamadou sakho,100.0,187.0,left
Karim Ait Fana,,0.0,,
Frederic Duplus,fred,90.0,169.0,both
Sigamary Diarra,sigamary diarra,100.0,176.0,left
Cyril Jeunechamp,cyril jeunechamp,100.0,175.0,right
Hilton,hilton,100.0,180.0,right
Sandy Paillot,,0.0,,
Yoann Lachor,,0.0,,
Kafoumba Coulibaly,kafoumba coulibaly,100.0,179.0,right
Danijel Ljuboja,,0.0,,
Marvin Martin,marvin martin,100.0,170.0,right
Zoumana Camara,zoumana camara,100.0,182.0,right
Vincent Muratori,vincent muratori,100.0,179.0,left
Bakary Sako,bakary sako,100.0,183.0,left
Tulio de Melo,,0.0,,
Djimi Traore,,0.0,,
Vedran Runje,,0.0,,
Larrys Mabiala,larrys mabiala,100.0,189.0,right
Modibo Maiga,,0.0,,
Mamadou Samassa,mamadou samassa,100.0,188.0,right
Claude Makelele,makelele,90.0,173.0,right
Alexander Tettey,alexander tettey,100.0,181.0,right
Guillaume Borne,,0.0,,
David Hellebuyck,,0.0,,
Valter Birsa,valter birsa,100.0,184.0,left
Kevin Monnet-Paquet,,0.0,,
Bafetimbi Gomis,,0.0,,
Chris Malonga,chris malonga,100.0,183.0,left
Eduardo Costa,,0.0,,
Ryad Boudebouz,ryad boudebouz,100.0,177.0,left
Gael Danic,dani,90.0,183.0,right
Gennaro Bracigliano,gennaro bracigliano,100.0,183.0,right
Cedric Mongongu,,0.0,,
Mathieu Berson,,0.0,,
Dariusz Dudka,dariusz dudka,100.0,184.0,right
Peguy Luyindula,,0.0,,
Olubayo Adefemi,,0.0,,
Romain Danze,,0.0,,
Bakaye Traore,kay,90.0,185.0,both
Augusto Fernandez,augusto ferna!ndez,97.14285714285714,177.0,right
Garry Bocaly,garry bocaly,100.0,180.0,right
Souleymane Camara,souleymane camara,100.0,174.0,right
Gregory Coupet,,0.0,,
Chaouki Ben Saada,chaouki ben saada,100.0,176.0,left
Matthieu Dossevi,mathieu dossevi,96.7741935483871,174.0,right
Ricardo Costa,ricardo costa,100.0,184.0,right
Andre Luiz,,0.0,,
Samba Sow,samba sow,100.0,185.0,right
Herold Goulon,,0.0,,
Yoann Andreu,yoann andreu,100.0,178.0,right
Moussa Narry,,0.0,,
Abdeslam Ouaddou,,0.0,,
Mohamed Fofana,mohamed fofana,100.0,182.0,right
Cesar Delgado,,0.0,,
Cedric Carrasso,,0.0,,
Gregory Pujol,,0.0,,
Emmanuel Riviere,"emmanuel rivia""re",90.9090909090909,182.0,right
Kevin Theophile-Catherine,,0.0,,
Abdoulrazak Boukari,,0.0,,
Nicolas Dieuze,,0.0,,
Samuel Bouhours,samuel bouhours,100.0,182.0,left
Ederson,ederson,100.0,181.0,right
Matthieu Dreyer,matthieu dreyer,100.0,188.0,right
Dennis Oliech,dennis oliech,100.0,181.0,right
Henri Bedimo,henri bedimo,100.0,180.0,left
Nassim Akrour,,0.0,,
Aurelien Capoue,,0.0,,
Jean-Francois Bedenik,,0.0,,
Juan Pablo Pino,juan pablo pino,100.0,175.0,right
Damien Gregorini,gori,90.0,,both
Julien Sable,,0.0,,
Jean-Jacques Gosso,jean-jacques gosso,100.0,177.0,right
Gregory Paisley,,0.0,,
Boubacar Sanogo,,0.0,,
Romain Pitau,romain pitau,100.0,178.0,right
Marco Ramos,,0.0,,
Jean-Joel Perrier Doumbe,,0.0,,
Ludovic Giuly,ludovic giuly,100.0,164.0,right
Yassin Mikari,yassin mikari,100.0,172.0,left
Gelson Fernandes,gelson fernandes,100.0,180.0,right
Fabrice Abriel,fabrice abriel,100.0,176.0,right
Yoan Gouffran,yoan gouffran,100.0,175.0,right
Kamel Chafni,kamel chafni,100.0,181.0,right
Gonzalo Bergessio,gonzalo bergessio,100.0,179.0,right
Toifilou Maoulida,toifilou maoulida,100.0,184.0,right
Daniel Braaten,daniel braaten,100.0,184.0,right
Abdelhamid El Kaoutari,abdelhamid el kaoutari,100.0,180.0,left
Alexandre Cuvillier,,0.0,,
Jacques Faty,jacques faty,100.0,183.0,right
Olivier Echouafni,,0.0,,
Charlie Davies,charlie davies,100.0,178.0,right
Jordan Loties,,0.0,,
Delvin N'Dinga,delvin n'dinga,100.0,181.0,right
Ilan Araujo,ilan,90.0,183.0,right
Ronan Le Crom,ronan le crom,100.0,186.0,right
Bakari Kone,,0.0,,
Roland Lamah,roland lamah,100.0,180.0,left
Lukman Haruna,lukman haruna,100.0,180.0,right
Laurent Batlles,,0.0,,
Issam Jemaa,,0.0,,
Sidney Govou,sidney govou,100.0,177.0,right
Gregory Cerdan,,0.0,,
Mustapha Yatabare,,0.0,,
Junichi Inamoto,,0.0,,
Steve Mandanda,steve mandanda,100.0,187.0,right
Bostjan Cesar,bostjan cesar,100.0,191.0,left
Vincent Nogueira,vincent nogueira,100.0,170.0,right
Emerson Conceicao,emerson,90.0,176.0,left
Sammy Traore,,0.0,,
Florian Marange,florian marange,100.0,181.0,left
Christophe Landrin,,0.0,,
Fernando Cavenaghi,fernando,90.0,192.0,right
Jeremy Blayac,,0.0,,
Geoffrey Jourdren,geoffrey jourdren,100.0,183.0,right
Albin Ebondo,,0.0,,
Ovidy Karuru,ovidy karuru,100.0,181.0,right
Zoran Rendulic,,0.0,,
Yohan Hautcoeur,,0.0,,
Jussie,,0.0,,
Benjamin Gavanon,,0.0,,
Ismael Bangoura,ismael,90.0,184.0,right
Matthieu Valverde,mathieu valverde,96.96969696969697,185.0,right
Geoffrey Dernis,geoffrey dernis,100.0,171.0,left
Olivier Blondel,olivier blondel,100.0,187.0,right
Floyd Ayite,,0.0,,
Matthieu Valverde,mathieu valverde,96.96969696969697,185.0,right
Guillaume Ducatel,,0.0,,
Damian Macaluso,,0.0,,
Romain Sartre,,0.0,,
Jimmy Mainfroi,,0.0,,
Brown Ideye,brown ideye,100.0,181.0,right
Alphousseyni Keita,alphousseyni keita,100.0,181.0,left
Gerald Cid,,0.0,,
Olivier Monterrubio,,0.0,,
Gregory Sertic,,0.0,,
Michael Basser Chretien,michael,90.0,186.0,right
Moussa Maazou,moussa maazou,100.0,188.0,right
Younes Belhanda,"youna""s belhanda",90.32258064516128,175.0,right
Fabien Laurenti,,0.0,,
Roy Contout,roy contout,100.0,175.0,right
Franck Jurietti,,0.0,,
Bojan Jokic,bojan jokic,100.0,176.0,left
Frederic Da Rocha,fred,90.0,169.0,both
Martial Robin,,0.0,,
Colin Kazim-Richards,colin kazim-richards,100.0,187.0,right
Igor Lolo,igor lolo,100.0,180.0,right
Kanga Akale,,0.0,,
Diego Placente,,0.0,,
Robert Vittek,robert vittek,100.0,188.0,both
Clement Chantome,,0.0,,
Younousse Sankhare,,0.0,,
Laurent Macquet,,0.0,,
Lucien Aubey,,0.0,,
Paul Alo'o Efoulou,paul alo'o efoulou,100.0,176.0,right
Giorgi Makaridze,giorgi makaridze,100.0,194.0,right
Mathieu Coutadeur,mathieu coutadeur,100.0,169.0,right
Yoric Ravet,yoric ravet,100.0,178.0,right
Francois Marque,,0.0,,
Francois Clerc,,0.0,,
Nicolas Rabuel,,0.0,,
Moussa Sow,moussa sow,100.0,180.0,right
Laurent Courtois,,0.0,,
David Bellion,david bellion,100.0,181.0,right
Damien Perrinelle,,0.0,,
Mamadou Bagayoko,mamadou bagayoko,100.0,180.0,right
Alain Cantareil,,0.0,,
Cyriaque Louvion,cyriaque louvion,100.0,185.0,right
Bakary Soumare,,0.0,,
Xavier Collin,xavi,90.0,169.0,right
Yohan Mollo,yohan mollo,100.0,175.0,right
Joao Paulo,joaPSo paulo,90.9090909090909,187.0,right
Jacques Abardonado,,0.0,,
Frederic Thomas,fred,90.0,169.0,both
Stephane Dumont,,0.0,,
Vaclav Sverkos,,0.0,,
Mame N'Diaye,,0.0,,
Mateja Kezman,,0.0,,
Guillaume Loriot,,0.0,,
Frederic Nimani,fred,90.0,169.0,both
Mahamane Traore,,0.0,,
Carlao,,0.0,,
Antoine Devaux,antoine devaux,100.0,185.0,right
Jody Viviani,jody viviani,100.0,191.0,right
Sebastian Dubarbier,sebastia!n dubarbier,97.43589743589743,177.0,left
Djamel Bakar,djamel bakar,100.0,171.0,right
Josuha Guilavogui,josuha guilavogui,100.0,188.0,right
Dejan Milovanovic,dejan milovanovic,100.0,181.0,right
Moussa Narry,,0.0,,
Djamel Bakar,djamel bakar,100.0,171.0,right
Garry Bocaly,garry bocaly,100.0,180.0,right
Eduardo,eduardo,100.0,178.0,right
Alfred N'Diaye,alfred n'diaye,100.0,189.0,right
Boubacar Mansaly,,0.0,,
Kevin Das Neves,,0.0,,
Pierre-Emerick Aubameyang,pierre-emerick aubameyang,100.0,187.0,right
Lilian Compan,,0.0,,
Yann Jouffre,yann jouffre,100.0,175.0,left
Kevin Mirallas,kevin mirallas,100.0,182.0,right
Mickael Pote,,0.0,,
Kevin Lejeune,kevin lejeune,100.0,181.0,left
Yohann Thuram-Ulien,thuram,90.0,183.0,right
Luan,luan,100.0,186.0,right
Ludovic Butelle,ludovic butelle,100.0,188.0,left
Eric Mouloungui,,0.0,,
Milivoje Vitakic,,0.0,,
Pantxi Sirieix,pantxi sirieix,100.0,180.0,right
Juan Gonzalo Lorca,,0.0,,
Kevin Dupuis,,0.0,,
Loic Poujol,,0.0,,
Yazid Mansouri,,0.0,,
Jose Saez,,0.0,,
Stathis Tavlaridis,stathis tavlaridis,100.0,186.0,right
Daniel Moreira,dani,90.0,183.0,right
Abdou Traore,,0.0,,
Thorstein Helstad,,0.0,,
Jamel Saihi,jamel saihi,100.0,182.0,right
Mamadou Wague,,0.0,,
Jimmy Juan,,0.0,,
Jires Kembo-Ekoko,,0.0,,
Yannis Tafer,yannis tafer,100.0,181.0,left
Idir Ouali,idir ouali,100.0,176.0,right
Maxime Josse,maxime josse,100.0,186.0,right
Pierre Boya,pierre boya,100.0,184.0,right
Rodolphe Roche,,0.0,,
James Fanchone,,0.0,,
Bira Dembele,,0.0,,
Cyril Rool,,0.0,,
Fabien Robert,fabien robert,100.0,174.0,right
Ulrich Rame,,0.0,,
Nicolas Plestan,,0.0,,
Johan Ramare,,0.0,,
Hugo Cianci,,0.0,,
Sloan Privat,sloan privat,100.0,186.0,right
Granddi N'Goyi,granddi n'goyi,100.0,186.0,right
Matt Moussilou,,0.0,,
Sylvain Monsoreau,sylvain monsoreau,100.0,186.0,left
Almen Abdi,almen abdi,100.0,181.0,right
Josip Tadic,,0.0,,
Edouard Butin,adouard butin,92.3076923076923,180.0,right
Larsen Toure,,0.0,,
Henri Saivet,henri saivet,100.0,175.0,right
Jerry Vandam,jerry vandam,100.0,186.0,right
Sofiane Feghouli,sofiane feghouli,100.0,177.0,right
Ibrahim Kone,ibrahim kane,91.66666666666666,175.0,left
Jean-Eudes Maurice,,0.0,,
Eidur Gudjohnsen,eidur gudjohnsen,100.0,185.0,right
Bocundji Ca,bocundji ca,100.0,172.0,right
Fousseyni Cisse,,0.0,,
Gabriel Penalba,gabriel,90.0,194.0,right
Yannick Sagbo,yannick sagbo,100.0,183.0,right
Fode Mansare,,0.0,,
Fernando Morientes,fernando,90.0,192.0,right
Antonio Geder,,0.0,,
Ivan Stevanovic,ivan,90.0,176.0,left
Gregory Bourillon,,0.0,,
Jonathan Tinhan,jonathan tinhan,100.0,177.0,right
